pais_codigo,pais,ano,valor
FRA,France,1980,694529183483.39
FRA,France,1979,608218624730.188
FRA,France,1978,501724418604.651
FRA,France,1977,406401711687.617
FRA,France,1976,368363152144.223
GBR,United Kingdom,2025,4002587541846.01
GBR,United Kingdom,2024,3695539513534.15
GBR,United Kingdom,2023,3420796653789.08
GBR,United Kingdom,2022,3181244350465.41
GBR,United Kingdom,2021,3194559188925.93
GBR,United Kingdom,2020,2724001478304.59
GBR,United Kingdom,2019,2875710080015.3
GBR,United Kingdom,2018,2897028009916.05
GBR,United Kingdom,2017,2699118387873.1
GBR,United Kingdom,2016,2706807606538.73
GBR,United Kingdom,2015,2945579890258.46
GBR,United Kingdom,2014,3085362169410.29
GBR,United Kingdom,2013,2796908333283.39
GBR,United Kingdom,2012,2719715961539.83
GBR,United Kingdom,2011,2675590034128.66
GBR,United Kingdom,2010,2496740681057.14
GBR,United Kingdom,2009,2429358155475.93
GBR,United Kingdom,2008,2945251838235.29
GBR,United Kingdom,2007,3104699879951.98
GBR,United Kingdom,2006,2719558417663.29
GBR,United Kingdom,2005,2551361818181.82
GBR,United Kingdom,2004,2429774807762.72
GBR,United Kingdom,2003,2061227755102.04
GBR,United Kingdom,2002,1790536570743.41
GBR,United Kingdom,2001,1656171009068.66
GBR,United Kingdom,2000,1671597821152.97
GBR,United Kingdom,1999,1693458987218.9
GBR,United Kingdom,1998,1660821464060.95
GBR,United Kingdom,1997,1569317288801.57
GBR,United Kingdom,1996,1425287051482.06
GBR,United Kingdom,1995,1349094208616.06
GBR,United Kingdom,1994,1140489745944.29
GBR,United Kingdom,1993,1061388722255.55
GBR,United Kingdom,1992,1179659529659.53
GBR,United Kingdom,1991,1142797178130.51
GBR,United Kingdom,1990,1093169389204.55
GBR,United Kingdom,1989,926884816753.927
GBR,United Kingdom,1988,910122732123.799
GBR,United Kingdom,1987,745162608269.325
GBR,United Kingdom,1986,601452653180.885
GBR,United Kingdom,1985,489285164271.047
GBR,United Kingdom,1984,461487097632.349
GBR,United Kingdom,1983,489618008185.539
GBR,United Kingdom,1982,515048916841.37
GBR,United Kingdom,1981,540765675241.158
GBR,United Kingdom,1980,564947710899.373
GBR,United Kingdom,1979,438994070309.191
GBR,United Kingdom,1978,335883029721.956
GBR,United Kingdom,1977,263066457352.172
GBR,United Kingdom,1976,232614555256.065
IND,India,2025,3956067115771.63
IND,India,2024,3760813470500.86
IND,India,2023,3500906030644.76
IND,India,2022,3249938492013.47
IND,India,2021,3167270623260.47
IND,India,2020,2674851578587.27
IND,India,2019,2835606256558.19
IND,India,2018,2702929641648.74
IND,India,2017,2651474262755.45
IND,India,2016,2294796885663.16
IND,India,2015,2103588360044.94
IND,India,2014,2039126479154.52
IND,India,2013,1856721507621.58
IND,India,2012,1827637590410.41
IND,India,2011,1823051829894.55
IND,India,2010,1675615519484.96
IND,India,2009,1341888016994.9
IND,India,2008,1198895139005.92
IND,India,2007,1216736438834.96
IND,India,2006,940259888787.721
IND,India,2005,820383763511.445
IND,India,2004,709152728830.775
IND,India,2003,607700687237.318
IND,India,2002,514939140318.756
IND,India,2001,485440139204.171
IND,India,2000,468395521654.458
IND,India,1999,458821052615.79
IND,India,1998,421351317224.941
IND,India,1997,415867563592.829
IND,India,1996,392896866204.516
IND,India,1995,360281909643.489
IND,India,1994,327274843459.429
IND,India,1993,279295648982.529
IND,India,1992,288208070278.013
IND,India,1991,270105341879.226
IND,India,1990,320979026420.035
IND,India,1989,296042052944.66
IND,India,1988,296589670895.932
IND,India,1987,279033584092.223
IND,India,1986,248985994040.59
IND,India,1985,232511554840.372
IND,India,1984,212157645177.652
IND,India,1983,218262146413.158
IND,India,1982,200715624830.902
IND,India,1981,193491368445.573
IND,India,1980,186328579302.068
IND,India,1979,152995442497.709
IND,India,1978,137302319828.995
IND,India,1977,121486641441.309
IND,India,1976,102716451979.68
JPN,Japan,2025,4435162999976.94
JPN,Japan,2024,4190008188358.57
JPN,Japan,2023,4384854269961.93
JPN,Japan,2022,4447976207314.78
JPN,Japan,2021,5225933520753.1
JPN,Japan,2020,5189197543645.38
JPN,Japan,2019,5245755000479.03
JPN,Japan,2018,5154293721629.56
JPN,Japan,2017,5038231631660.71
JPN,Japan,2016,5110357383254.44
JPN,Japan,2015,4534438580494.94
JPN,Japan,2014,4985763289560.81
JPN,Japan,2013,5272297037396.96
JPN,Japan,2012,6333803928787.76
JPN,Japan,2011,6279422550218.7
JPN,Japan,2010,5811578109447.07
JPN,Japan,2009,5336765697589.29
JPN,Japan,2008,5160197175876.43
JPN,Japan,2007,4624670179654.96
JPN,Japan,2006,4648058930707.24
JPN,Japan,2005,4875648486366.14
JPN,Japan,2004,4941485123806.53
JPN,Japan,2003,4573413206709.02
JPN,Japan,2002,4245946980572.3
JPN,Japan,2001,4438792748062.4
JPN,Japan,2000,5042381838343.44
JPN,Japan,1999,4688983449627.24
JPN,Japan,1998,4150359076370.48
JPN,Japan,1997,4579780793431.57
JPN,Japan,1996,5021441618840.38
JPN,Japan,1995,5639649753985.77
JPN,Japan,1994,5104063486348.4
JPN,Japan,1993,4632480515091.13
JPN,Japan,1992,4064529567505.43
JPN,Japan,1991,3724887648862.31
JPN,Japan,1990,3252994239867.4
JPN,Japan,1989,3174934735895.64
JPN,Japan,1988,3191546727316.14
JPN,Japan,1987,2635094473494.08
JPN,Japan,1986,2164729071349.48
JPN,Japan,1985,1457070301468.38
JPN,Japan,1984,1374165212365.14
JPN,Japan,1983,1297622008229.49
JPN,Japan,1982,1183132285328.17
JPN,Japan,1981,1271443597066.78
JPN,Japan,1980,1153159955513.08
JPN,Japan,1979,1100608979757.23
JPN,Japan,1978,1057419758047.0
JPN,Japan,1977,752590681821.906
JPN,Japan,1976,611495350303.909
USA,United States,2025,30769700000000.0
USA,United States,2024,29298013000000.0
USA,United States,2023,27811517000000.0
USA,United States,2022,26054614000000.0
USA,United States,2021,23725645000000.0
USA,United States,2020,21375281000000.0
USA,United States,2019,21539982000000.0
USA,United States,2018,20656516000000.0
USA,United States,2017,19612102000000.0
USA,United States,2016,18804913000000.0
USA,United States,2015,18295019000000.0
USA,United States,2014,17608138000000.0
USA,United States,2013,16880683000000.0
USA,United States,2012,16253970000000.0
USA,United States,2011,15599732000000.0
USA,United States,2010,15048971000000.0
USA,United States,2009,14478067000000.0
USA,United States,2008,14769862000000.0
USA,United States,2007,14474228000000.0
USA,United States,2006,13815583000000.0
USA,United States,2005,13039197000000.0
USA,United States,2004,12217196000000.0
USA,United States,2003,11456450000000.0
USA,United States,2002,10929108000000.0
USA,United States,2001,10581929000000.0
USA,United States,2000,10250952000000.0
USA,United States,1999,9631172000000.0
USA,United States,1998,9062817000000.0
USA,United States,1997,8577552000000.0
USA,United States,1996,8073122000000.0
USA,United States,1995,7639749000000.0
USA,United States,1994,7287236000000.0
USA,United States,1993,6858559000000.0
USA,United States,1992,6520327000000.0
USA,United States,1991,6158129000000.0
USA,United States,1990,5963144000000.0
USA,United States,1989,5641580000000.0
USA,United States,1988,5236438000000.0
USA,United States,1987,4855215000000.0
USA,United States,1986,4579631000000.0
USA,United States,1985,4338979000000.0
USA,United States,1984,4037613000000.0
USA,United States,1983,3634038000000.0
USA,United States,1982,3343789000000.0
USA,United States,1981,3207041000000.0
USA,United States,1980,2857307000000.0
USA,United States,1979,2627333000000.0
USA,United States,1978,2351599000000.0
USA,United States,1977,2081826000000.0
USA,United States,1976,1873412000000.0
