pais_codigo,pais,ano,pib,crescimento,pib_per_capita,pib_anterior,variacao_pib,log_pib
IND,India,2016,2294796885663.16,8.25630550176662,1707.50892912243,2103588360044.94,0.09089636035737292,28.46166545254542
IND,India,2017,2651474262755.45,6.79538341902422,1950.10468280866,2294796885663.16,0.15542873503125576,28.606136926803075
IND,India,2018,2702929641648.74,6.45385134495295,1966.25455171679,2651474262755.45,0.019406327874296192,28.625357353157383
IND,India,2019,2835606256558.19,3.87143694070524,2041.42863698585,2702929641648.74,0.04908622587324141,28.673276877356702
IND,India,2020,2674851578587.27,-5.77772470687303,1907.04251637669,2835606256558.19,-0.05669146680683412,28.614915010096915
IND,India,2021,3167270623260.47,9.68959249191741,2239.61384367482,2674851578587.27,0.18409210014309374,28.783891330816473
IND,India,2022,3249938492013.47,7.6093649776932,2279.98145719369,3167270623260.47,0.026100664763498926,28.809657186556787
IND,India,2023,3500906030644.76,7.210224629335,2434.44826340989,3249938492013.47,0.07722224258952193,28.884042916822423
IND,India,2024,3760813470500.86,7.09927893176518,2591.9916607122,3500906030644.76,0.0742400503129852,28.955656398467845
IND,India,2025,3956067115771.63,7.56666179284244,2702.47987141553,3760813470500.86,0.05191792860834621,29.006271495109214
JPN,Japan,1976,611495350303.909,3.97498409113672,5422.25981204974,,,27.13917318828988
JPN,Japan,1977,752590681821.906,4.39033795009327,6609.09338399173,611495350303.909,0.23073819195497314,27.346787333713536
JPN,Japan,1978,1057419758047.0,5.27194150317187,9201.91586719521,752590681821.906,0.4050396631102977,27.686852866072527
JPN,Japan,1979,1100608979757.23,5.4840418324284,9497.01423554433,1057419758047.0,0.040843970789800954,27.726884760504106
JPN,Japan,1980,1153159955513.08,2.81759120738283,9872.35315959728,1100608979757.23,0.04774718062671246,27.773527077439933
JPN,Japan,1981,1271443597066.78,4.20933646523171,10805.9900652449,1153159955513.08,0.10257349033688179,27.87117406145919
JPN,Japan,1982,1183132285328.17,3.31245673740017,9985.92408278337,1271443597066.78,-0.06945751423212498,27.799186516590495
JPN,Japan,1983,1297622008229.49,3.52304498510377,10876.3275267125,1183132285328.17,0.09676831941879072,27.891554480883126
JPN,Japan,1984,1374165212365.14,4.50199481622435,11443.4617086944,1297622008229.49,0.05898728878688453,27.948867544396254
JPN,Japan,1985,1457070301468.38,5.23338094687848,12058.1469373485,1374165212365.14,0.06033123845461641,28.007448892813805
JPN,Japan,1986,2164729071349.48,3.32652561623384,17819.3400779496,1457070301468.38,0.48567235854573965,28.403316329298026
JPN,Japan,1987,2635094473494.08,4.73066586040017,21586.9260294922,2164729071349.48,0.21728603748614916,28.599940150597597
JPN,Japan,1988,3191546727316.14,6.78502010955764,26036.864097278,2635094473494.08,0.2111697547922129,28.79152678271226
JPN,Japan,1989,3174934735895.64,4.85803768615389,25798.0054757546,3191546727316.14,-0.005204997087562502,28.78630819243851
JPN,Japan,1990,3252994239867.4,4.89271306574565,26344.7273187725,3174934735895.64,0.024586175926460285,28.81059699270421
JPN,Japan,1991,3724887648862.31,3.41749676183089,30048.1401766828,3252994239867.4,0.1450643235735165,28.94605780592596
JPN,Japan,1992,4064529567505.43,0.848069581218368,32666.5024513195,3724887648862.31,0.0911817887304216,29.033319124680432
JPN,Japan,1993,4632480515091.13,-0.517919847117952,37110.6114371751,4064529567505.43,0.13973350129527407,29.164113588964568
JPN,Japan,1994,5104063486348.4,0.99306636322622,40774.4450809919,4632480515091.13,0.10179923471259178,29.261058100441563
JPN,Japan,1995,5639649753985.77,2.34205546196849,44947.4763611465,5104063486348.4,0.10493330834733472,29.360843079153074
JPN,Japan,1996,5021441618840.38,3.07546731409349,39929.7185750327,5639649753985.77,-0.10961817880773128,29.244738183473125
JPN,Japan,1997,4579780793431.57,1.36297109407448,36331.0311480645,5021441618840.38,-0.08795498562637949,29.15267225121307
JPN,Japan,1998,4150359076370.48,-1.77264091037956,32835.1192750829,4579780793431.57,-0.09376468796868553,29.054215970854756
JPN,Japan,1999,4688983449627.24,-0.347600398675738,37028.7168989208,4150359076370.48,0.12977777665632528,29.176236926413058
JPN,Japan,2000,5042381838343.44,2.97832688768516,39752.937397755,4688983449627.24,0.0753678046665518,29.248899673350678
JPN,Japan,2001,4438792748062.4,0.284608556379041,34910.166403687,5042381838343.44,-0.11970316997638075,29.121403551810648
JPN,Japan,2002,4245946980572.3,0.0849888050363319,33315.9165174962,4438792748062.4,-0.04344554441616599,29.076985992219804
JPN,Japan,2003,4573413206709.02,1.38010935830795,35808.6816792388,4245946980572.3,0.07712442657316965,29.151280914429503
JPN,Japan,2004,4941485123806.53,2.11294823723127,38677.5708064787,4573413206709.02,0.08048079201712266,29.228687034297028
JPN,Japan,2005,4875648486366.14,1.8482813374834,38158.6758263963,4941485123806.53,-0.013323249142896398,29.21527423437594
JPN,Japan,2006,4648058930707.24,1.54630843078741,36354.4271646349,4875648486366.14,-0.04667882770780385,29.167470814121373
JPN,Japan,2007,4624670179654.96,1.72837912865577,36129.9535132925,4648058930707.24,-0.005031939439873123,29.162426171843045
JPN,Japan,2008,5160197175876.43,-1.16662209355141,40294.2081309702,4624670179654.96,0.11579787864167757,29.271995907071098
JPN,Japan,2009,5336765697589.29,-5.9359411383964,41678.1783063195,5160197175876.43,0.034217398230111495,29.305640910796942
JPN,Japan,2010,5811578109447.07,4.13645589222239,45378.1378109399,5336765697589.29,0.0889700689075148,29.390873269436636
JPN,Japan,2011,6279422550218.7,-0.20035785332982,49122.077634247,5811578109447.07,0.08050213418126839,29.46829914157882
JPN,Japan,2012,6333803928787.76,1.64893452981225,49626.6830327571,6279422550218.7,0.008660251501495964,29.47692210821187
JPN,Japan,2013,5272297037396.96,1.99727653399265,41369.1948479498,6333803928787.76,-0.16759389828380178,29.293487253991685
JPN,Japan,2014,4985763289560.81,0.905915486065865,39172.8471161948,5272297037396.96,-0.054347041868797685,29.23760762488505
JPN,Japan,2015,4534438580494.94,1.79997735783475,35664.6446110613,4985763289560.81,-0.0905226908808231,29.142722394807894
JPN,Japan,2016,5110357383254.44,0.704986495111257,40214.9688631562,4534438580494.94,0.12700994677419097,29.26229045571318
JPN,Japan,2017,5038231631660.71,1.62345062245441,39679.8635262948,5110357383254.44,-0.014113641411865108,29.248076269709706
JPN,Japan,2018,5154293721629.56,0.834143845965585,40645.478086519,5038231631660.71,0.023036275116750327,29.270851215597684
JPN,Japan,2019,5245755000479.03,-0.308496921143259,41424.8655601543,5154293721629.56,0.017744677309649903,29.28844029412463
JPN,Japan,2020,5189197543645.38,-4.28327942675573,41098.9739004553,5245755000479.03,-0.010781566586408609,29.277600185284136
JPN,Japan,2021,5225933520753.1,3.56419531474475,41580.739040705,5189197543645.38,0.007079317524287809,29.284654562079833
JPN,Japan,2022,4447976207314.78,1.33164750653741,35548.2645222433,5225933520753.1,-0.14886475504307783,29.123470323787608
JPN,Japan,2023,4384854269961.93,0.720785304749811,35215.003535366,4447976207314.78,-0.0141911589475332,29.109177507440332
JPN,Japan,2024,4190008188358.57,-0.240084236041696,33797.1014287876,4384854269961.93,-0.04443615901630682,29.063723804122873
JPN,Japan,2025,4435162999976.94,1.19311288444599,35951.0449549304,4190008188358.57,0.05850938723688026,29.120585484109853
GBR,United Kingdom,1976,232614555256.065,2.80465599545295,4138.16778761535,,,26.172648651410498
GBR,United Kingdom,1977,263066457352.172,2.36335094409922,4681.43993173038,232614555256.065,0.13091142152555824,26.29567252675553
GBR,United Kingdom,1978,335883029721.956,3.40337382855367,5976.93816899991,263066457352.172,0.2767991522092954,26.54002881047224
GBR,United Kingdom,1979,438994070309.191,2.74677219709527,7804.76208051155,335883029721.956,0.3069849663812736,26.807751742662
GBR,United Kingdom,1980,564947710899.373,-2.17910220206564,10032.062080015,438994070309.191,0.28691421845737186,27.05999901672935
